ARRXD651187B9A3358,51.50632,London. England,-0.12714,Femi Kuti,431.56853,1.0,SONYOUS12AB017CB16,Dem bobo,2004.0
ARODAJU1187FB39FE9,,,,The Pacifics,106.86649,1.0,SONDMJP12AB01829FF,Kadence vs. Uncle Norm,2005.0
ARF6GW61187B9AF41C,,,,Big Drill Car,164.98893,1.0,SOOLMAR12A58A7D7C6,Let Me Walk,1988.0
ARLOIB41187FB3FF76,,,,Think About Mutation,270.62812,1.0,SOQKBJP12A67ADCE14,Irregular,1997.0
ARQQEXK1187B993A7A,,,,London Elektricity,342.36036,1.0,SONMQVR12AB018B60C,Uska,2008.0
ARNOVEM11EBCD76E9A,60.17116,Helsinki,24.93258,Crumbland,275.3824,1.0,SOXUPSB12A81C22EE4,Slide,0.0
ARQOG9F1187FB3C8D9,,,,Brother Firetribe,235.7024,1.0,SOPIKDK12A6D4FBFF4,Going Out With A Bang,2008.0
ARMI36C1187B99A462,,Washington. DC,,Duke Ellington,269.68771,1.0,SOCDPPZ12A6D4F67BF,On The Sunny Side Of The Street (Live At The Blue Note Club_ Chicago) (1994 Remix),0.0
ARXJSHW1187B9A2A52,25.72898,Miami. FL,-80.23742,Nestor Torres,191.63383,1.0,SOMMPRY12A8C131C5C,Ran Kan Kan,0.0
ARFKY031187B9906DA,41.51776,Connecticut,-72.75753,Eden's Curse,295.07873,1.0,SORVREU12AB0184168,Raven's Revenge,2008.0
ARCLJQZ11E2835CE37,37.80506,Oakland. CA,-122.27302,Alvin Youngblood Hart,208.84853,1.0,SOSNDGZ12AB017D82F,Screamin' & Hollerin' The Blues,0.0
AR7OCK81187B98D1F1,34.05349,Los Angeles. CA,-118.24532,Debbie Davies,283.79383,1.0,SOIHVVZ12A8C138E9D,Grow Up_ Grow Old,0.0
ARZLJGL1187FB3767C,,,,Planetshakers,355.42159,1.0,SOFMPSQ12AF72A87B9,Now And Forever,2006.0
ARMZ9ZJ1187B990F48,34.05349,California - LA,-118.24532,Tribeca,250.77506,1.0,SOAOGGJ12AB018B69A,Sleeping Monster,0.0
ARW2FBY1187FB4D587,,Boston. MA,,7L & Esoteric,154.72281,1.0,SOCBGCP12A8C13BFF0,Deathgrip,2004.0
ARBNXYA1187FB51C50,18.22328,Puerto Rico,-66.42889,Daddy Yankee,235.15383,1.0,SOIKPOX12A58A7BA0B,A Lo Clasico,2007.0
ARMF8CE1187B98CD05,,TUCSON. Arizona,,Maze Featuring Frankie Beverly,423.70567,1.0,SOLVOGK12AB01800D2,Back In Stride (Digitally Remastered 99) (Feat. Frankie Beverly),0.0
AR8S6R11187B9B0407,,,,Nevermore,343.09179,1.0,SOXDCLR12A6D4F5049,The Seven Tounges Of God (demo),0.0
AR5KFE91187FB4C5D7,,,,Coconut Records,148.00934,1.0,SOFVJKA12AB017EF41,Wires,2009.0
ARHW67T1187B98CCEA,,,,Theoretical Girl,203.7024,1.0,SOFIFXB12AB017DE00,The Boy I Left Behind,2008.0
ARBCZNY1187B98F867,41.88415,Chicago. IL,-87.63241,Number One Cup,262.76526,1.0,SOBVIPU12A67AD92EA,The Low Sparks,1999.0
ARMH0DR1187B992997,42.50382,ITALY,12.57347,Sam Paglia,56.00608,1.0,SOLZQNU12AB01872E7,Lo Bianco Tense,0.0
ARPFDJ01187FB3C98B,51.05364,Dresden. Germany,13.74081,Letzte Instanz,307.80036,1.0,SOCVXHE12AB018655E,Glockenrequiem,1998.0
ARMHSPU11F50C4FDF8,,,,Cérebro Eletrônico,257.98485,1.0,SOWOQFL12A8AE44CB9,Ar condicionado,2004.0
ARF4L041187FB4D318,,,,Tom Petty And The Heartbreakers,191.76444,1.0,SOYTUPB12AB01835D2,Surrender,1978.0
ARD8L7F1187FB430B3,,,,Jazz Jamaica,226.71628,1.0,SOKOZWM12A6D4F5847,Shank-Kai-Chek (Album Version),1998.0
,,,,,,,,,
AR22EGJ1187B989781,52.88356,UK - England - South East,-1.97406,Incantation,51.722,1.0,SOBARGW12A8C13ECB3,Blissful Bloodshower,0.0
ARI0W8Y1187B9A8BE9,51.16418,Germany,10.45415,Monrose,219.50649,1.0,SOFVWIT12A8AE46400,Rebound,2007.0
ARQ55A41187B9A271A,,,,Scott Henderson,477.23057,1.0,SOQFJBQ12AB0184E76,Smelly Ol' Dog Blues (LP Version),1994.0
AR79DE81187FB4FA40,34.05349,Los Angeles. CA,-118.24532,Sylvester,371.27791,1.0,SOORGAU12AB018D697,Do You Wanna Funk,1990.0
ARHQYFB1187FB4AECF,,,,The Cortinas,219.01016,1.0,SOYMQQN12A58A7D293,Radio Rape,1978.0
ARMHMXB1187FB55E33,39.10295,Kansas City. MO,-94.58306,The Get Up Kids,205.13914,1.0,SOLURWH12A58A7DD13,High As The Moon,2002.0
ARYSMVX1187B98CC8E,50.97695,Weimar,11.32787,Chandeen,310.80444,1.0,SOVSVWU12A6D4F9A6F,In Power We Entrust The Love Advocated,1994.0
ARDHGXB122BCFCD697,,New Orleans LA,,The Generationals,225.61914,1.0,SODMFKU12AB01846F6,Faces In The Dark,2009.0
ARQ45091187FB54009,,,,Allan Edwall,149.73342,1.0,SOMGRKB12AF72A3FBB,Sommarvisa,1991.0
ARM7UY51187B993E17,40.71455,New York. NY,-74.00712,Eddie Palmieri,266.50077,1.0,SOYBJJE12A8C13CC79,No Pienses Asi,1973.0
ARRLCY71187B9A0FC6,,,,Jongo Trio,157.72689,1.0,SOMZNFA12A6D4F8A2A,Cavaleiro De Aruanda,0.0
AROEQW91187FB58663,,Paris FRANCE,,Sébastien Schuller,303.77751,1.0,SORORLM12A8C143E2F,Ride Along The Cliff,2005.0
AR2WBR31187B9AA24E,,,,Moderatto,286.35383,1.0,SOWSJXJ12A8C13BB96,Si Te Vas (LiveVersion),0.0
ARERBR41187FB3A415,,,,Spearmint,99.91791,1.0,SOJHJJK12A8C14368B,come on feel the lemonheads,2009.0
ARP9CNW1187B9AEA4D,45.46894,Milan. Italy,9.18103,Claudio Abbado,208.48281,1.0,SOBBWOF12A8C133D51,Massug Schnell_ Majestatisch (Kammermusik No 6_ Op,0.0
ARIU7E71187B9A969C,,,,Chick Corea / John McLaughlin,812.06812,1.0,SOODCBM12AB0181B03,The Disguise,2009.0
AR6E1GC1187B9934CB,41.51776,Connecticut,-72.75753,Blood Has Been Shed,150.56934,1.0,SOGNKQM12A6D4FDAA0,Weeping Willow,2003.0
ARBXDW41187B98B085,,,,Variety Lab,48.43057,1.0,SOCCFGS12AAF3B2E63,Hola Mireia,2009.0
ARZGU111187B9A5E10,,London. England,,Long John Baldry,154.33098,1.0,SOBDGPL12A6D4F85EF,Cuckoo (Stereo Mix),0.0
ARJN3LP1187FB48791,,,,Wau Y Los Arrrghs!!,163.082,1.0,SORSEVK12A8C139307,Momia Twist,2005.0
ARZS5VW1187FB567E8,,,,William Orbit,199.8624,1.0,SOQKFHB12AB0186B13,Cavalleria Rusticana,2000.0
AROCD4V1187FB486D3,,United Kingdom,,Shpongle,420.0224,1.0,SOQNJFC12AB018A9B3,My Head Feels Like A Frisbee,2001.0
ARKE6XC1187B991839,,,,Merche,213.2371,1.0,SOLKNNO12A8C13BD56,Distancia,2004.0
ARB0YWU1187FB37A96,40.91245,Mount Vernon. NY,-73.83827,Bob Baldwin,463.72526,1.0,SOWDVLR12AB0183DF4,Don't Get It Twisted,0.0
AR1RA2I1187B9991AC,42.36679,Cambridge. MA,-71.10602,State Radio,248.81587,1.0,SOZFZCT12AC468C51F,State Inspector (Live),0.0
ARFOZTS1241B9C81BC,,,,Quique Neira,277.99465,1.0,SOZSJVM12A8C13B843,Amor Prohibido,0.0
ARJE0KX1187FB53E82,,,,Energy,310.9873,1.0,SOGLXHC12A58A7C184,Czwarty,0.0
AR9VTWU1187FB571BB,47.60356,Seattle. WA,-122.32944,Estradasphere,14.44526,1.0,SOPOFZU12AC907506D,Burnt Corpse,2001.0
ARR20461187B9B4E42,48.70185,France,2.31371,Glorior Belli,185.15546,1.0,SOGFGOM12AB017E1F0,Fires of the Sitra Ahra,2009.0
,,,,,,,,,
AROXJ681187FB455CE,,,,Six Feet Under,72.04526,1.0,SOJTIZK12AB018512D,Crossing The River Styx,0.0
ARLB9PJ1187B9AC984,,,,Chokebore,196.75383,1.0,SOUOSCT12AB018205C,Line Crush,1993.0
ARE3PRA1187FB39AB7,,Lake Charles. LA,,Lucinda Williams,145.57995,1.0,SOJJVJA12AF72A7A10,Hard Road,1980.0
AR914BW1187FB45A1B,,Manchester. England,,Morrissey,235.12771,1.0,SOJVPKR12AB0184F3A,The World Is Full Of Crashing Bores,2004.0
ARZPDAD1187B98D940,,,,Fattburger,282.14812,1.0,SORMZBW12AC4686EC0,Intuition,0.0
ARF2SVO1187FB53E8F,,,,Alison Krauss,228.77995,1.0,SOAIJFI12AB0188387,Baby Now That I Found You,0.0
ARBYIUC1187FB55F76,,,,DT8 Project,476.1073,1.0,SOCFWEY12AB017E62D,Destination,2007.0
AR4ASIL1187FB46020,,,,30Y,299.33669,1.0,SOQLLKX12AB0180E25,Mámorba táncba,2007.0
AR6PETN1187B998AA2,,BROOKLYN. New York,,Sauce Money,108.56444,1.0,SOQZHRO12A6D4F8147,V1 Skit (Explicit),0.0
ARPITD31187FB538FF,,,,Ex Models,80.71791,1.0,SOYMDKW12A6D4F76A0,Intro,2003.0
ARC0T361187B9AFDBE,,,,The Stanley Brothers,146.07628,1.0,SOZHFMV12AB01815B5,Molly And Tenbrooks,2001.0
ARNLO5S1187B9B80CC,,Pasadena. CA,,Van Halen,324.23138,1.0,SORKWDV12A8C13B43B,From Afar (Album Version),1998.0
ARKL75U1187FB5B8B6,43.01437,Waukesha WI,-88.23546,BoDeans,186.20036,1.0,SOGHPNO12A582A2482,Lookin' For Me Somewhere,1986.0
AR3JQCQ1187FB38FE8,,,,The Balanescu Quartet,580.67546,1.0,SOKJIGM12A8AE46D99,Mother,1994.0
ARMCBOA1187FB5B0CD,,,,Miikka Leinonen,515.29098,1.0,SOENZHO12AB01883A3,Last Call From London,0.0
ARDN99S1187B995D72,,,,Percubaba,402.6771,1.0,SONMVHP12A8C136D33,Jeux Video,0.0
ARNZPLV1187FB3DF5D,,,,Capleton,216.81587,1.0,SOSFURN12A58A7AC5F,Cry For Love,0.0
AROJAG11187B9B71A3,51.50632,London,-0.12714,The Chap,207.28118,1.0,SOPGCJJ12A58A796B7,Volumatic Spacer Device,2003.0
AR6QQY41187B990574,56.46137,Dundee. Scotland,-2.96761,Danny Wilson,126.53669,1.0,SORXMMR12A6D4FBCF7,Get Happy,0.0
ARRQISZ120AB960FC9,,Hawaii,,Eve / Alicia Keys,242.38975,1.0,SOXARYC12A6D4FAC38,Gangsta Lovin',0.0
ARZQB3X1187FB47E1B,,,,Dananananaykroyd,59.53261,1.0,SOCDCXY12AB01843AC,One Chance,2009.0
ARZZMWO1187B9AFB36,40.71455,New York. NY,-74.00712,Brutal Truth,304.09098,1.0,SOHBYMZ12AB01884B1,Lord Of This World,1992.0
AR1GNTB11C8A4225A1,,,,Rootz Underground,296.75057,1.0,SOMEXHJ12A58A755BA,Farming (Album Version),2008.0
ARKA1JX1187B9ADD1E,51.50632,London. England,-0.12714,Javine,208.37832,1.0,SOIWJUO12A6D4F7D46,Best Of My Love,2004.0
ARH6W4X1187B99274F,,Oxford. UK,,Radiohead,237.21751,1.0,SOSQIHH12A8C13370B,15 Step,2007.0
ARYS8BB1187B9920BE,43.64856,Toronto,-79.38533,Crow,312.52853,1.0,SOWDGHA12AB01823CF,Chest Fever,0.0
AR3O9LP1187FB37935,38.66059,Woodbridge. VA,-77.24787,Pentagram,312.842,1.0,SOEOTEN12AB018A53D,Starlady,0.0
AR3FYKL1187FB44945,,Phoenix. AZ,,Dierks Bentley,223.242,1.0,SODVXIB12AF72A37F3,Settle For A Slowdown,2005.0
AR8160F1187B98ED08,,,,Lisa Lashes VS BK,358.97424,1.0,SORFWVJ12A8C138364,Come To This?,2007.0
ARUNLKP1187B9A5222,,Yorkshire. England,,Nightmares On Wax,425.16853,1.0,SOFSMIV12AB017F4B4,Cruise (Don't Stop),1995.0
ARNJRQ91187B9ACFDD,-14.24292,"S�Paulo, Brazil",-54.38783,Cibelle,272.74404,1.0,SOMMUDQ12AC468B191,The Gun and the Knife,2010.0
ARAW35N1187B994CCA,,,,Queensryche,262.39955,1.0,SOAIVWY12A6D4F6A4A,I Don't Believe In Love (2000 Digital Remaster),2000.0
AR9Q3H11187FB57D9E,41.93825,Iowa,-93.38989,Freestyle,447.86893,1.0,SOJFFXB12A58A78B6B,Freestyle,1997.0
AR6GJHK1187B994971,,State College PA,,Dawn Kinnard,227.63057,1.0,SOLKMNQ12A8C13A890,All In Your Head,2008.0
ARP7SXX1187B99E74E,,,,Fermented Reptile,146.38975,1.0,SOHBOTV12AB017BA60,Letters Never Sent,1999.0
ARLUAK21187B9B785A,,,,Ziggy Marley And The Melody Makers,246.54322,1.0,SOSNAWZ12A6D4F74DF,Namibia,0.0
AROB9PV1187B9909D2,,,,Puerto Rican Power,353.67138,1.0,SOAZYYF12A58A783C3,Resbala Mojado,1994.0
ARRM70G1187B9A7F64,,Hudsonville. MS,,Junior Kimbrough,190.06649,1.0,SOHPAVE12A8AE47190,Meet Me in the City,1997.0
ARANIJI11F4C83EFD2,,,,Toots & The Maytals,256.73098,1.0,SOVFKXD12A58A80239,Never Get Weary,1981.0
ARG4YMA1187B9A15AC,,,,West Philips,90.56608,1.0,SONNQFY12A8C13C226,(I'm Just A Sucker) For A Pretty Face (Soulwax Remix),0.0
AROMCEV1187B9B3F58,,Athens GA,,Drive-By Truckers,167.00036,1.0,SOEIRNK12A58A7BE1C,Road Cases,2001.0
ARP6FTK1187B99C59F,,California,,Softlightes,230.79138,1.0,SOOTMKV12A8C13EB01,The Microwave Song,2007.0
,,,,,,,,,
ARFVKN11187FB50F73,32.58507,Mississippi,-89.87374,Chris Taylor,166.3473,1.0,SOUDCBI12A8C13CDD3,Speak To Me In Mysteries,2008.0
AREZU3J1187FB50CA0,,Hahira. GA,,Lizz Wright,303.72526,1.0,SOWDBXP12A8C134394,Leave Me Standing Alone,2008.0
AR74WCA1187FB555D7,,Macclesfield. Cheshire. England,,Mr. Scruff,387.16036,1.0,SOSEGEL12AB0184DA5,Crisps,1997.0
AR8IDZK1187FB363F2,32.33765,Clinton. MS,-90.32943,Jonezetta,200.61995,1.0,SOIUOJX12A8C130BA2,Imagination (Live Version),0.0
ARXFU151187FB5C016,,England,,Climie Fisher,229.82485,1.0,SOSGXWH12AB01862A1,This Is Me,1987.0
ARCLBZ01187B98D025,,,,Crematorium,210.1024,1.0,SOOLZKK12A58A80000,Unlearn,0.0
ARJFOHC1187B9B0EC1,,,,Martin Eyerer,534.9873,1.0,SOYORBF12A8C13B3B5,Furthermore,2008.0
ARMEW4Q1187FB57238,26.71438,WEST PALM BEACH. Florida,-80.05269,Gilberto Santa Rosa;Victor Manuelle,296.28036,1.0,SOGTFWI12AB0184004,Controversia,0.0
ARMZIKF1187FB46B0D,,Los Angeles. CA,,Murs,245.10649,1.0,SOPXTMR12A8C13E718,What Do You Know?,2003.0
AR5KAA01187FB5AEB7,41.88415,Chicago. IL,-87.63241,Herbie Hancock,606.61506,1.0,SOLLGNV12A6701C582,Mimosa (Alternate Take) (2005 Digital Remaster),0.0
AR0O3AV1187FB4D030,40.71455,New York. NY,-74.00712,Agnostic Front,122.17424,1.0,SOCNBUC12A81C2075A,Come Alive,2007.0
ARPEUFV1187FB38FF2,,,,Lombard,248.52853,1.0,SOQOLYG12A8C13A4CD,Deja Vu (To Juz Bylo),0.0
ARQQLYQ11E2835E7E9,,Toronto ON,,Bruce Peninsula,279.30077,1.0,SOJWXAK12AB018625A,Steamroller,2009.0
,,,,,,,,,
ARLQFGK1187B98DC2B,,,,Gangster Fun,169.16853,1.0,SOUJGZA12AB0186FCA,Tyrone,0.0
ARCMIEA12086C151E5,,,,Poncho K,190.53669,1.0,SOTISPF12AB0189080,Estrepito,0.0
AR5FP401187FB523C9,,Duluth. MN,,Bob Dylan,320.70485,1.0,SOQXNQP12A8C134AD7,Trying To Get To Heaven,1997.0
ARGJRWL122988FD0C8,,,,The Glorious Unseen,280.34567,1.0,SOFVJRV12AB018142E,The Hope That Lies In You,2009.0
ARZF5231187B9AEF2B,31.30627,Marlin. TX,-96.89774,Bobbi Humphrey,249.33832,1.0,SOYECQI12A58A7ACC1,Satin Doll,2006.0
AR00YYQ1187FB504DC,40.71455,New York. NY,-74.00712,God Is My Co-Pilot,340.74077,1.0,SOOUKWF12A8C138DB4,Behave Remix,1996.0
ARVBSHA1187B9B75AA,,,,Noumena,319.4771,1.0,SOYEGLD12AC392A869,Burden Of Solacement,2006.0
ARLIIVS1187FB5583B,39.29055,Baltimore. MD,-76.6096,Philip Glass,231.10485,1.0,SOBJTHI12A8C133758,Concerto For Saxophone (Quartet Version): Movement IV,0.0
AR2OVFK1187FB42CA1,34.05349,Los Angeles/ Portland OR. Philadelphia,-118.24532,Jeff Lorber,246.30812,1.0,SOUDHAN12A8C13D86A,Step On It (Album Version),2003.0
ARHT48W1187B9ACEBA,51.48126,Cardiff. Wales,-3.18067,Cerys Matthews,223.65995,1.0,SOBBPKU12A8C1431A1,Y Corryn ar Pry,0.0
ARKDGZ71187FB3C455,,,,Simon Patterson,492.12036,1.0,SODOLBY12A8C142C74,Smack,2008.0
,,,,,,,,,
ARRX8881187FB43919,,,,Killerpilze,176.06485,1.0,SOYFYBU12A8C13D8B3,Ferngesteuert,2006.0
AR9W55Y1187FB4AA37,,Selkirk,,Frightened Rabbit,227.83955,1.0,SOJXSQA12AC3DF97D8,Living In Colour,2010.0
AR2O84Q1187FB5BF74,,,,Salt The Wound,241.162,1.0,SOQGGUN12AC4689CF7,From My Hands,2009.0
AR0SRVL1187B98A9C3,33.59233,Lubbock. TX,-101.85587,Mac Davis,173.7922,1.0,SOYMHOU12A8C1309A8,One Hell Of A Woman,1974.0
